engine,clip,buffer_s,decode_ms
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,1.45,302
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,1.92,313
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,2.4,316
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,2.88,325
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,3.37,346
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,3.85,362
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,4.33,389
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,4.8,385
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,5.28,405
"parakeet-tdt-0.6b-v3-mlx(ctx=256,d=1)",e10,5.69,405
whisper-large-v3-turbo-mlx(hop=1.0s),h01,0.48,1101
whisper-large-v3-turbo-mlx(hop=1.0s),h01,1.58,1090
whisper-large-v3-turbo-mlx(hop=1.0s),h01,2.67,1080
whisper-large-v3-turbo-mlx(hop=1.0s),h01,3.75,1082
whisper-large-v3-turbo-mlx(hop=1.0s),h01,4.84,1059
whisper-large-v3-turbo-mlx(hop=1.0s),h01,5.89,1088
whisper-large-v3-turbo-mlx(hop=1.0s),h01,6.98,1095
whisper-large-v3-turbo-mlx(hop=1.0s),h01,8.08,1109
whisper-large-v3-turbo-mlx(hop=1.0s),h01,9.19,1120
whisper-large-v3-turbo-mlx(hop=1.0s),h01,10.31,1120
whisper-large-v3-turbo-mlx(hop=1.0s),h01,11.43,1155
whisper-large-v3-turbo-mlx(hop=1.0s),h02,0.48,1095
whisper-large-v3-turbo-mlx(hop=1.0s),h02,1.58,1136
whisper-large-v3-turbo-mlx(hop=1.0s),h02,2.72,1126
whisper-large-v3-turbo-mlx(hop=1.0s),h02,3.84,1053
whisper-large-v3-turbo-mlx(hop=1.0s),h02,4.89,1071
whisper-large-v3-turbo-mlx(hop=1.0s),h02,5.97,1095
whisper-large-v3-turbo-mlx(hop=1.0s),h02,7.06,1143
